filename,artist,genre,description,phash,width,height,genre_count,subset,exists
Realism/ilya-repin_portrait-of-chuguev-resident-s-l-lyubitskaya-1877.jpg,Ilya Repin,['Realism'],portrait-of-chuguev-resident-s-l-lyubitskaya-1877,accc3333e28ccd66,1382,1742,1,train,True
Impressionism/frederic-remington_an-arguement-with-the-town-marshall-1907.jpg,Frederic Remington,['Impressionism'],an-arguement-with-the-town-marshall-1907,9a21c35aec155c6f,2075,1382,1,test,True
Post_Impressionism/paul-cezanne_bank-of-the-oise-1888.jpg,Paul Cezanne,['Post Impressionism'],bank-of-the-oise-1888,e4829d1afd0373c6,1684,1382,1,train,True
Early_Renaissance/domenico-ghirlandaio_st-dominic-burning-heretical-writings-1490.jpg,Domenico Ghirlandaio,['Early Renaissance'],st-dominic-burning-heretical-writings-1490,afc0196c81b78d2f,1382,3179,1,train,True
Realism/ilya-repin_emperor-alexander-i-and-emperor-napoleon-in-the-hunt-1908.jpg,Ilya Repin,['Realism'],emperor-alexander-i-and-emperor-napoleon-in-the-hunt-1908,b4be4ed61331e0e1,2156,1382,1,train,True
Art_Nouveau_Modern/raphael-kirchner_cigarettes-of-the-world-1900.jpg,Raphael Kirchner,['Art Nouveau Modern'],cigarettes-of-the-world-1900,f01b6c86d7c4313b,1382,2130,1,train,True
Impressionism/pierre-auguste-renoir_three-young-girls-sitting-in-the-grass-1897.jpg,Pierre Auguste Renoir,['Impressionism'],three-young-girls-sitting-in-the-grass-1897,ea6e3d5232e5c885,1722,1382,1,train,True
Mannerism_Late_Renaissance/hans-von-aachen_pan-and-selene-1605.jpg,Hans Von Aachen,['Mannerism Late Renaissance'],pan-and-selene-1605,81c4729ae7f189ce,1736,1382,1,train,True
Abstract_Expressionism/ralph-rosenborg_american-landscape-a-summer-day-1969.jpg,Ralph Rosenborg,['Abstract Expressionism'],american-landscape-a-summer-day-1969,d9d140e0ef07b11f,1842,1382,1,train,True
Naive_Art_Primitivism/pablo-picasso_head-of-a-woman-with-green-curls-1946.jpg,Pablo Picasso,"['Naive Art Primitivism', 'Expressionism']",head-of-a-woman-with-green-curls-1946,eabab16a8778a10d,1382,1807,2,train,True
Impressionism/konstantin-korovin_last-snow.jpg,Konstantin Korovin,['Impressionism'],last-snow,9bd90c2ee5c3426e,1382,1714,1,train,True
Impressionism/lovis-corinth_the-walchensee-on-the-terrace-1922.jpg,Lovis Corinth,"['Impressionism', 'Expressionism']",the-walchensee-on-the-terrace-1922,cae577c5809aee06,1765,1382,2,train,True
Impressionism/claude-monet_haystacks-sun-in-the-mist.jpg,Claude Monet,['Impressionism'],haystacks-sun-in-the-mist,b3cbcc2c6079b383,2289,1382,1,train,True
Post_Impressionism/pierre-bonnard_the-beach.jpg,Pierre Bonnard,['Post Impressionism'],the-beach,c33e6a0b33349ec5,1382,1855,1,test,True
Baroque/hercules-seghers_panoramic-landscape.jpg,Hercules Seghers,['Baroque'],panoramic-landscape,d5d52f292aca364a,2485,1382,1,train,True
High_Renaissance/leonardo-da-vinci_studies-of-leda-and-a-horse.jpg,Leonardo Da Vinci,['High Renaissance'],studies-of-leda-and-a-horse,f7e4c0311fcce033,1920,1382,1,train,True
Impressionism/claude-monet_the-church-at-vetheuil-under-snow-1879.jpg,Claude Monet,['Impressionism'],the-church-at-vetheuil-under-snow-1879,97f1b1e8a84b8786,1806,1382,1,train,True
Romanticism/francisco-goya_the-ill-matched-couple.jpg,Francisco Goya,['Romanticism'],the-ill-matched-couple,a3b67858d829d678,2032,1382,1,train,True
Realism/vincent-van-gogh_girl-near-the-stove-grinding-coffee-1882(1).jpg,Vincent Van Gogh,['Realism'],girl-near-the-stove-grinding-coffee-1882(1),b423c9ddc01c1f67,2657,1382,1,train,True
Realism/gustave-courbet_the-hallali-1869.jpg,Gustave Courbet,['Realism'],the-hallali-1869,c34c2e334fcc14e7,1840,1382,1,test,True
Expressionism/oskar-kokoschka_not_detected_235833.jpg,Oskar Kokoschka,['Expressionism'],not_detected_235833,8580cab6f849dbb6,2132,1382,1,test,True
Mannerism_Late_Renaissance/titian_the-tribute-money-1568.jpg,Titian,['Mannerism Late Renaissance'],the-tribute-money-1568,d1d04dc336e6c92d,1382,1551,1,train,True
Realism/vincent-van-gogh_bridge-and-houses-on-the-corner-of-herengracht-prinsessegracht-1882(1).jpg,Vincent Van Gogh,['Realism'],bridge-and-houses-on-the-corner-of-herengracht-prinsessegracht-1882(1),b2d5cde2a2688e47,1963,1382,1,train,True
Baroque/diego-velazquez_mars.jpg,Diego Velazquez,['Baroque'],mars,c4043b5fbc24cdc7,1382,2742,1,test,True
Impressionism/john-henry-twachtman_the-portico.jpg,John Henry Twachtman,['Impressionism'],the-portico,a7b378a131560cbd,1382,1387,1,train,True
Romanticism/fyodor-bronnikov_roadsides-shrine.jpg,Fyodor Bronnikov,['Romanticism'],roadsides-shrine,f3eea92992a40973,1382,1592,1,train,True
Northern_Renaissance/albrecht-durer_prudentia-1494.jpg,Albrecht Durer,['Northern Renaissance'],prudentia-1494,e59892e58d66e236,1382,2282,1,test,True
Impressionism/pierre-auguste-renoir_breton-landscape-church-and-orchard.jpg,Pierre Auguste Renoir,['Impressionism'],breton-landscape-church-and-orchard,fbce84a48219f359,1881,1382,1,train,True
Art_Nouveau_Modern/raphael-kirchner_women-dominating-landscapes-1903-1.jpg,Raphael Kirchner,['Art Nouveau Modern'],women-dominating-landscapes-1903-1,fb91c20e64529b7c,1382,2118,1,train,True
Expressionism/amedeo-modigliani_portrait-of-henri-laurens-1915-1.jpg,Amedeo Modigliani,['Expressionism'],portrait-of-henri-laurens-1915-1,f225d8e43b539562,1382,1827,1,train,True
Romanticism/william-turner_dutch-fishing-boats-in-a-storm.jpg,William Turner,['Romanticism'],dutch-fishing-boats-in-a-storm,9f8cb6935064f22d,2035,1382,1,train,True
Realism/charles-hermans_l-aube-1875.jpg,Charles Hermans,['Realism'],l-aube-1875,b551a8ac661be355,1774,1382,1,train,True
High_Renaissance/pietro-perugino_pala-di-sant-agostino-st-jerome-and-santa-maria-magdalena-1523.jpg,Pietro Perugino,['High Renaissance'],pala-di-sant-agostino-st-jerome-and-santa-maria-magdalena-1523,afe5f891b461b304,1382,2441,1,train,True
Impressionism/andre-dunoyer-de-segonzac_nature-morte-au-chou-et-bouteille.jpg,Andre Dunoyer De Segonzac,['Impressionism'],nature-morte-au-chou-et-bouteille,b68ec8259f691ac9,1708,1382,1,train,True
Realism/thomas-eakins_portrait-of-henry-ossawa-tanner-1897.jpg,Thomas Eakins,['Realism'],portrait-of-henry-ossawa-tanner-1897,88893367273636ee,1382,1654,1,train,True
Realism/vasily-polenov_montenegrin-girl-1876.jpg,Vasily Polenov,['Realism'],montenegrin-girl-1876,f2e3cc1d99588167,1382,1695,1,test,True
Romanticism/ivan-aivazovsky_sunny-day-1884.jpg,Ivan Aivazovsky,['Romanticism'],sunny-day-1884,c5b1536cb143baa5,2165,1382,1,train,True
Rococo/vladimir-borovikovsky_paul-i-1800.jpg,Vladimir Borovikovsky,['Rococo'],paul-i-1800,9f3c3463c24bc47c,1382,1920,1,train,True
Romanticism/ivan-aivazovsky_yalta-the-mountains-at-night.jpg,Ivan Aivazovsky,['Romanticism'],yalta-the-mountains-at-night,9621cb698956f636,1765,1382,1,test,True
Northern_Renaissance/jan-van-eyck_the-offerings-of-cain-and-abel-1429.jpg,Jan Van Eyck,['Northern Renaissance'],the-offerings-of-cain-and-abel-1429,ab94d2cbcd47c446,1508,1382,1,train,True
Realism/vasily-surikov_menshikov-in-berezovo-1883.jpg,Vasily Surikov,['Realism'],menshikov-in-berezovo-1883,9b933b646c6c6d12,1665,1382,1,train,True
Post_Impressionism/vincent-van-gogh_woman-in-the-cafe-tambourin-1887.jpg,Vincent Van Gogh,['Post Impressionism'],woman-in-the-cafe-tambourin-1887,a0a6e39e61f8c969,1382,1821,1,train,True
Cubism/fernand-leger_still-life-in-the-machine-elements-1918.jpg,Fernand Leger,['Cubism'],still-life-in-the-machine-elements-1918,db126c64725559ea,1382,1980,1,test,True
Pop_Art/roy-lichtenstein_man-with-folded-arms-1962.jpg,Roy Lichtenstein,['Pop Art'],man-with-folded-arms-1962,d22d499f58c66738,1382,2008,1,train,True
Pointillism/theo-van-rysselberghe_canal-in-flanders-1894.jpg,Theo Van Rysselberghe,['Pointillism'],canal-in-flanders-1894,8a3f9581b7a6c54c,1873,1382,1,train,True
Cubism/rene-magritte_modern-1923(1).jpg,Rene Magritte,['Cubism'],modern-1923(1),99c664d91ee323ac,1382,1714,1,train,True
Impressionism/childe-hassam_hill-of-the-sun-san-anselmo-california.jpg,Childe Hassam,['Impressionism'],hill-of-the-sun-san-anselmo-california,b3b9cde6c6c11644,1382,1403,1,train,True
Early_Renaissance/carlo-crivelli_saint-catherine-of-alexandria.jpg,Carlo Crivelli,['Early Renaissance'],saint-catherine-of-alexandria,eae8bffbb0a02424,1382,5705,1,train,True
Rococo/jean-honore-fragonard_the-stolen-kiss-1788.jpg,Jean Honore Fragonard,['Rococo'],the-stolen-kiss-1788,cc313bcca04fb2dc,1680,1382,1,train,True
Post_Impressionism/paul-cezanne_madame-cezanne-with-green-hat-1892.jpg,Paul Cezanne,['Post Impressionism'],madame-cezanne-with-green-hat-1892,b8a09763cdc58c9d,1382,1740,1,train,True
Post_Impressionism/vincent-van-gogh_landscape-with-bridge-across-the-oise-1890.jpg,Vincent Van Gogh,['Post Impressionism'],landscape-with-bridge-across-the-oise-1890,eea6a78399585919,1793,1382,1,train,True
Realism/alexey-venetsianov_sleeping-girl.jpg,Alexey Venetsianov,['Realism'],sleeping-girl,c0396c66b64e97c9,1796,1382,1,train,True
Action_painting/franz-kline_cardinal-1950.jpg,Franz Kline,['Action Painting'],cardinal-1950,b992c6add3bc3142,1382,1999,1,train,True
Minimalism/richard-tuttle_8th-paper-octagonal-1970.jpg,Richard Tuttle,['Minimalism'],8th-paper-octagonal-1970,c3cf693c643036e3,1382,1391,1,train,True
Romanticism/caspar-david-friedrich_the-sea-of-ice-1824.jpg,Caspar David Friedrich,['Romanticism'],the-sea-of-ice-1824,e39b18cd96628ed1,1848,1382,1,train,True
Realism/vasily-vereshchagin_chorus-of-dervishes-begging-tashkent-1870.jpg,Vasily Vereshchagin,['Realism'],chorus-of-dervishes-begging-tashkent-1870,e4e1c5151949fab5,1382,2068,1,train,True
Realism/ilya-repin_privy-councillor.jpg,Ilya Repin,['Realism'],privy-councillor,d9883336f3468b3c,1382,1693,1,train,True
Impressionism/eugene-boudin_three-masted-ship-at-dock.jpg,Eugene Boudin,['Impressionism'],three-masted-ship-at-dock,b6c9c626d93c4cc3,2180,1382,1,train,True
Baroque/peter-paul-rubens_the-raising-of-the-cross.jpg,Peter Paul Rubens,"['Baroque', 'Baroque']",the-raising-of-the-cross,960d63f299c4ad66,2144,1382,2,train,True
Romanticism/victor-meirelles_batalha-de-guararapes-1879.jpg,Victor Meirelles,['Romanticism'],batalha-de-guararapes-1879,91be1e3c75c3438c,2619,1382,1,train,True
Romanticism/arthur-hughes_home-from-the-sea-1862.jpg,Arthur Hughes,['Romanticism'],home-from-the-sea-1862,9ed1b16cf5b5c021,1779,1382,1,train,True
Impressionism/eugene-boudin_venice-1895.jpg,Eugene Boudin,['Impressionism'],venice-1895,8d942d4cb56b3569,2097,1382,1,test,True
Impressionism/jean-alexandru-steriadi_bucure-tiul-vechi-dinspre-sf-spiridon.jpg,Jean Alexandru Steriadi,['Impressionism'],bucure-tiul-vechi-dinspre-sf-spiridon,9495d8852d3a7bb2,1903,1382,1,uncertain artist,True
Realism/vincent-van-gogh_two-hands-and-a-woman-s-head.jpg,Vincent Van Gogh,['Realism'],two-hands-and-a-woman-s-head,bfe4903fc0cad390,1382,2482,1,train,True
Realism/gustave-courbet_the-bathers-1858.jpg,Gustave Courbet,['Realism'],the-bathers-1858,c22c25b05fa3799e,1854,1382,1,train,True
Color_Field_Painting/karl-benjamin_20-1977.jpg,Karl Benjamin,['Color Field Painting'],20-1977,ed19126254f5527e,1383,1382,1,train,True
Impressionism/berthe-morisot_young-girl-in-white.jpg,Berthe Morisot,['Impressionism'],young-girl-in-white,97a3e3d788cc8cb0,1382,1699,1,train,True
Post_Impressionism/victor-borisov-musatov_hazel-bush-1905.jpg,Victor Borisov Musatov,['Post Impressionism'],hazel-bush-1905,cdd623b265cea330,1382,1791,1,test,True
Expressionism/umberto-boccioni_seated-woman.jpg,Umberto Boccioni,['Expressionism'],seated-woman,f8c5873ccc31991e,1906,1382,1,train,True
Expressionism/zinaida-serebriakova_the-cameron-gallery-in-tsarskoe-selo-1922.jpg,Zinaida Serebriakova,['Expressionism'],the-cameron-gallery-in-tsarskoe-selo-1922,9abdf9a62f2d5040,1767,1382,1,train,True
Post_Impressionism/pierre-bonnard_going-rowing-1905.jpg,Pierre Bonnard,['Post Impressionism'],going-rowing-1905,c970ad5225dad18f,1855,1382,1,train,True
Color_Field_Painting/morris-louis_faces-1959.jpg,Morris Louis,['Color Field Painting'],faces-1959,af90ccf7cac682d0,2069,1382,1,test,True
Post_Impressionism/pablo-picasso_the-death-of-casagemas-1901.jpg,Pablo Picasso,['Post Impressionism'],the-death-of-casagemas-1901,8707b57a48c9f05b,1802,1382,1,train,True
Post_Impressionism/paul-gauguin_young-breton-by-the-sea-1889.jpg,Paul Gauguin,['Post Impressionism'],young-breton-by-the-sea-1889,be5cf327c126c1d0,1382,2147,1,train,True
Northern_Renaissance/jan-van-hemessen_isaac-blessing-jacob.jpg,Jan Van Hemessen,['Northern Renaissance'],isaac-blessing-jacob,d47e78191f870339,1865,1382,1,test,True
Romanticism/ivan-aivazovsky_ship-at-sea-1870.jpg,Ivan Aivazovsky,['Romanticism'],ship-at-sea-1870,e2edb24ce31a6196,2103,1382,1,train,True
Impressionism/giovanni-boldini_nude-woman-reclining-on-yellow-cushions.jpg,Giovanni Boldini,['Impressionism'],nude-woman-reclining-on-yellow-cushions,91c938b9569665e6,1827,1382,1,train,True
Romanticism/gustave-dore_devils-and-barrators(1).jpg,Gustave Dore,['Romanticism'],devils-and-barrators(1),ee6d9552f11ec824,1762,1382,1,train,True
Rococo/antoine-pesne_birth-of-christ-1745.jpg,Antoine Pesne,['Rococo'],birth-of-christ-1745,99c2762d4f3469b2,2075,1382,1,train,True
Impressionism/nicolae-grigorescu_peasant-sewing-by-the-window.jpg,Nicolae Grigorescu,['Impressionism'],peasant-sewing-by-the-window,87877836d9d8c34c,1382,1698,1,test,True
Naive_Art_Primitivism/marc-chagall_illustration-for-literary-review-shtrom-heftn-1923-1.jpg,Marc Chagall,['Naive Art Primitivism'],illustration-for-literary-review-shtrom-heftn-1923-1,a061179e96997967,1382,2207,1,train,True
Impressionism/edmund-charles-tarbell_in-the-orchard-1891.jpg,Edmund Charles Tarbell,['Impressionism'],in-the-orchard-1891,e4ce5eac8cde8191,1496,1382,1,test,True
Romanticism/henryk-siemiradzki_portrait-of-a-mother-of-henry-siemiradzki.jpg,Henryk Siemiradzki,['Romanticism'],portrait-of-a-mother-of-henry-siemiradzki,8ea53530b951dac7,1382,1876,1,train,True
Romanticism/gustave-dore_the-creation-of-eve.jpg,Gustave Dore,['Romanticism'],the-creation-of-eve,9416ea69e94abf41,1382,1858,1,test,True
Impressionism/paul-gauguin_port-de-javel-1876.jpg,Paul Gauguin,['Impressionism'],port-de-javel-1876,cdb4822bad8156fc,2428,1382,1,train,True
Impressionism/claude-monet_waterloo-bridge-dawn-1901.jpg,Claude Monet,['Impressionism'],waterloo-bridge-dawn-1901,9ae0fbff41a1c504,2181,1382,1,train,True
Color_Field_Painting/jack-bush_striped-column-1964.jpg,Jack Bush,['Color Field Painting'],striped-column-1964,90983e662fdc3666,1382,1706,1,train,True
Abstract_Expressionism/sam-francis_2-impressions-swatch-1992.jpg,Sam Francis,['Abstract Expressionism'],2-impressions-swatch-1992,bd4792e1d235f218,1382,2358,1,train,True
Post_Impressionism/gustave-loiseau_path-near-saint-cyr-vaudreuil-1900.jpg,Gustave Loiseau,['Post Impressionism'],path-near-saint-cyr-vaudreuil-1900,b3b3c54a99c4d8ca,1746,1382,1,train,True
Rococo/vladimir-borovikovsky_portrait-of-aleksei-alekseevich-konstantinova-1806.jpg,Vladimir Borovikovsky,['Rococo'],portrait-of-aleksei-alekseevich-konstantinova-1806,cccc273330fcc783,1382,1855,1,train,True
Realism/ivan-shishkin_forest-river.jpg,Ivan Shishkin,['Realism'],forest-river,c1caf1e0f8d124f9,1382,1852,1,train,True
Northern_Renaissance/jean-hey_meeting-at-the-golden-gate.jpg,Jean Hey,['Northern Renaissance'],meeting-at-the-golden-gate,f3b08d27bc30e41b,1382,1699,1,train,True
Abstract_Expressionism/hans-hofmann_wild-vine-1961.jpg,Hans Hofmann,['Abstract Expressionism'],wild-vine-1961,a68fd3ca847d324c,1382,1666,1,train,True
Rococo/giovanni-battista-tiepolo_saint-thecla-liberating-the-city-of-este-from-the-plague-1759.jpg,Giovanni Battista Tiepolo,['Rococo'],saint-thecla-liberating-the-city-of-este-from-the-plague-1759,d2daec14bf0390cd,1382,2570,1,train,True
Romanticism/francisco-goya_here-neither-1815.jpg,Francisco Goya,['Romanticism'],here-neither-1815,b0532774f89149be,1837,1382,1,test,True
Pop_Art/ralph-goings_rainbow-1968.jpg,Ralph Goings,['Pop Art'],rainbow-1968,9ceb970879a4928f,1541,1382,1,train,True
Realism/ivan-vladimirov_the-shooting-of-peasants-by-white-cossacks.jpg,Ivan Vladimirov,['Realism'],the-shooting-of-peasants-by-white-cossacks,8fa58706e4a4cff0,1842,1382,1,train,True
Baroque/gerrit-dou_a-poulterer-s-shop.jpg,Gerrit Dou,['Baroque'],a-poulterer-s-shop,ff7f40c6d39020cc,1382,1709,1,train,True
Romanticism/sir-lawrence-alma-tadema_the-colosseum-1896.jpg,Sir Lawrence Alma Tadema,['Romanticism'],the-colosseum-1896,b18aca87c8f4d5c9,1382,2155,1,train,True
Art_Nouveau_Modern/raphael-kirchner_greek-virgins-1900-3.jpg,Raphael Kirchner,['Art Nouveau Modern'],greek-virgins-1900-3,90f4a15f0bcb4f94,1382,2130,1,train,True
Realism/thomas-eakins_two-nude-boys-boxing-in-atelier.jpg,Thomas Eakins,['Realism'],two-nude-boys-boxing-in-atelier,8113ad6c36396c3f,1534,1382,1,train,True
Realism/john-singer-sargent_mrs-charles-russell-1900.jpg,John Singer Sargent,['Realism'],mrs-charles-russell-1900,93696d9486771999,1382,2014,1,train,True
Post_Impressionism/pyotr-konchalovsky_margot-is-dancing-1949.jpg,Pyotr Konchalovsky,['Post Impressionism'],margot-is-dancing-1949,f685093ac74f9853,1382,1714,1,train,True
Realism/gustave-courbet_deer-in-the-snow-1867.jpg,Gustave Courbet,['Realism'],deer-in-the-snow-1867,f60096fcb11634f3,1720,1382,1,train,True
Pop_Art/peter-phillips_six-times-eight-dreaming-1974.jpg,Peter Phillips,['Pop Art'],six-times-eight-dreaming-1974,ba5893c3841db736,1789,1382,1,train,True
Cubism/stuart-davis_tree-and-urn-1921.jpg,Stuart Davis,['Cubism'],tree-and-urn-1921,87aa19f64338d48f,1382,2187,1,test,True
Minimalism/angelo-de-sousa_pintura-1972.jpg,Angelo De Sousa,['Minimalism'],pintura-1972,c0b74cf12d52fc0b,1382,2073,1,train,True
Naive_Art_Primitivism/fernando-botero_watermelons-and-oranges.jpg,Fernando Botero,['Naive Art Primitivism'],watermelons-and-oranges,afb05182de68e533,1413,1382,1,train,True
Naive_Art_Primitivism/niko-pirosmani_portrait-of-alexander-garanov-1906.jpg,Niko Pirosmani,['Naive Art Primitivism'],portrait-of-alexander-garanov-1906,a7ba58c7e878250e,1382,1794,1,train,True
Cubism/max-weber_terminal-station-grand-central.jpg,Max Weber,['Cubism'],terminal-station-grand-central,ac90583fb93dc199,1382,2175,1,train,True
Realism/thomas-eakins_photograph-1910-19.jpg,Thomas Eakins,['Realism'],photograph-1910-19,a764d89bcc6c3133,1382,1787,1,train,True
Cubism/louis-marcoussis_composition-au-coquillage-1940.jpg,Louis Marcoussis,['Cubism'],composition-au-coquillage-1940,932d52bf6095678a,1680,1382,1,train,True
Post_Impressionism/edouard-vuillard_silver-trees.jpg,Edouard Vuillard,['Post Impressionism'],silver-trees,9aa1f6f0430b0d7e,1775,1382,1,test,True
Impressionism/cornelis-vreedenburgh_fair-in-laren.jpg,Cornelis Vreedenburgh,['Impressionism'],fair-in-laren,c949ea2582da9e67,2110,1382,1,train,True
Realism/aleksey-savrasov_spring-3.jpg,Aleksey Savrasov,['Realism'],spring-3,9d978b60e46b6871,1382,1965,1,train,True
Romanticism/konstantin-makovsky_street-in-cairo.jpg,Konstantin Makovsky,['Romanticism'],street-in-cairo,ce7339c08763d8d8,1382,1813,1,test,True
Rococo/maurice-quentin-de-la-tour_beautiful-girl-from-zuylen.jpg,Maurice Quentin De La Tour,['Rococo'],beautiful-girl-from-zuylen,d83a656d326764d2,1381,1703,1,train,True
Post_Impressionism/arthur-segal_ascona-im-herbst-1915.jpg,Arthur Segal,['Post Impressionism'],ascona-im-herbst-1915,8ec9b33c6953d039,1754,1382,1,train,True
Romanticism/ivan-aivazovsky_arrival-catherine-the-second-to-pheodosiya-1883.jpg,Ivan Aivazovsky,['Romanticism'],arrival-catherine-the-second-to-pheodosiya-1883,cbb4926df2592c32,2013,1382,1,train,True
Color_Field_Painting/ronnie-landfield_first-path-1978.jpg,Ronnie Landfield,['Color Field Painting'],first-path-1978,caa2957b4e0b6aa5,1730,1382,1,train,True
Romanticism/orest-kiprensky_alexander-pushkin.jpg,Orest Kiprensky,['Romanticism'],alexander-pushkin,aa94d13394ced437,1382,1652,1,train,True
Realism/nikolay-bogdanov-belsky_schoolgirls.jpg,Nikolay Bogdanov Belsky,['Realism'],schoolgirls,d0255a498baf7365,1382,1911,1,train,True
Impressionism/frederic-bazille_manet-and-his-easel.jpg,Frederic Bazille,['Impressionism'],manet-and-his-easel,b363ccc9ce38cc1c,1382,1893,1,test,True
Post_Impressionism/paul-gauguin_three-tahitian-women-1896.jpg,Paul Gauguin,['Post Impressionism'],three-tahitian-women-1896,ea18238ba8e8ddd5,2399,1382,1,train,True
Romanticism/gustave-dore_the-inferno-canto-33-2.jpg,Gustave Dore,['Romanticism'],the-inferno-canto-33-2,899b666437cc19cd,1760,1382,1,train,True
Baroque/jacob-jordaens_christ-on-a-cross-1622.jpg,Jacob Jordaens,['Baroque'],christ-on-a-cross-1622,9d996227c6b9698c,1382,2157,1,train,True
High_Renaissance/leonardo-da-vinci_the-virgin-and-child-with-saint-anne-and-saint-john-the-baptist.jpg,Leonardo Da Vinci,['High Renaissance'],the-virgin-and-child-with-saint-anne-and-saint-john-the-baptist,eaa09440c71fdcdb,1382,1857,1,train,True
Rococo/giovanni-domenico-tiepolo_the-walk.jpg,Giovanni Domenico Tiepolo,['Rococo'],the-walk,8cf1532c31dfb491,1382,1906,1,test,True
Expressionism/egon-schiele_woman-with-black-stockings-1912.jpg,Egon Schiele,['Expressionism'],woman-with-black-stockings-1912,ecb2e44b17f1da04,1381,2046,1,train,True
Contemporary_Realism/fairfield-porter_jane-and-elizabeth.jpg,Fairfield Porter,['Contemporary Realism'],jane-and-elizabeth,92c4ec9b16392de6,1382,1596,1,train,True
Impressionism/pierre-auguste-renoir_strawberries.jpg,Pierre Auguste Renoir,['Impressionism'],strawberries,e747c18d3cf8f0a0,1663,1382,1,train,True
Art_Nouveau_Modern/edmund-dulac_psyche-and-cerberus.jpg,Edmund Dulac,['Art Nouveau Modern'],psyche-and-cerberus,d5d7226868712db5,1382,1506,1,train,True
Expressionism/amedeo-modigliani_the-man-with-the-monocle.jpg,Amedeo Modigliani,['Expressionism'],the-man-with-the-monocle,8c933d8df248a7f0,1382,2199,1,train,True
Impressionism/john-singer-sargent_the-sketchers-1914.jpg,John Singer Sargent,['Impressionism'],the-sketchers-1914,93987e0324667ceb,1753,1382,1,train,True
Northern_Renaissance/jean-fouquet_conviction-and-punishment-supporters-of-amaury-de-chartres-1460.jpg,Jean Fouquet,['Northern Renaissance'],conviction-and-punishment-supporters-of-amaury-de-chartres-1460,be6bc590e07a3ac2,1382,2136,1,test,True
Impressionism/camille-pissarro_the-factory-1873.jpg,Camille Pissarro,['Impressionism'],the-factory-1873,b3cbc941e6e291d8,1711,1382,1,train,True
Impressionism/edgar-degas_portrait-of-josephine-gaujelin-1867.jpg,Edgar Degas,['Impressionism'],portrait-of-josephine-gaujelin-1867,eda91234b5d37294,1382,1820,1,train,True
Realism/ivan-kramskoy_portrait-of-the-artist-g-g-myasoedov-1872.jpg,Ivan Kramskoy,['Realism'],portrait-of-the-artist-g-g-myasoedov-1872,8ecd333267d39c48,1382,2352,1,train,True
Rococo/vladimir-borovikovsky_portrait-of-khristofor-von-benckendorff-1797.jpg,Vladimir Borovikovsky,['Rococo'],portrait-of-khristofor-von-benckendorff-1797,bac81b34e3663d32,1382,1382,1,train,True
Rococo/william-hogarth_hudibras-first-adventure-from-hudibras-by-samuel-butler.jpg,William Hogarth,['Rococo'],hudibras-first-adventure-from-hudibras-by-samuel-butler,ceec6a993c729381,1883,1382,1,test,True
Baroque/joshua-reynolds_self-portrait-1775.jpg,Joshua Reynolds,['Baroque'],self-portrait-1775,cc39733663a61699,1382,1679,1,train,True
Impressionism/adam-baltatu_summer-sky.jpg,Adam Baltatu,['Impressionism'],summer-sky,c6ac995366ea9895,2190,1382,1,train,True
Romanticism/ivan-aivazovsky_strong-wind-1856.jpg,Ivan Aivazovsky,['Romanticism'],strong-wind-1856,ef78902c3ea2531b,1995,1382,1,train,True
Expressionism/francis-picabia_portrait-of-woman.jpg,Francis Picabia,['Expressionism'],portrait-of-woman,8df27024d1c2efc9,1382,1717,1,train,True
Expressionism/pablo-picasso_portrait-of-pierre-auguste-renoir-1919.jpg,Pablo Picasso,['Expressionism'],portrait-of-pierre-auguste-renoir-1919,dab1a735c876a14c,1382,1727,1,train,True
Rococo/dmitry-levitzky_philanthropic-giver-portrait-of-n-a-sezemov-1770.jpg,Dmitry Levitzky,['Rococo'],philanthropic-giver-portrait-of-n-a-sezemov-1770,cb2c1a41936e33dd,1382,1767,1,train,True
Art_Nouveau_Modern/boris-kustodiev_palm-market-with-spassky-gate-1917.jpg,Boris Kustodiev,['Art Nouveau Modern'],palm-market-with-spassky-gate-1917,eccc81f3575288b5,1382,1736,1,train,True
Realism/pyotr-konchalovsky_the-tops-of-the-birches-1934.jpg,Pyotr Konchalovsky,['Realism'],the-tops-of-the-birches-1934,fb4144fa61e81b8e,1382,1732,1,train,True
Post_Impressionism/edouard-cortes_rue-de-lyon.jpg,Edouard Cortes,['Post Impressionism'],rue-de-lyon,87cfa220ef1f5892,1925,1382,1,train,True
Impressionism/adam-baltatu_dobrujan-landscape.jpg,Adam Baltatu,['Impressionism'],dobrujan-landscape,d2d6da892c6a26ba,1973,1382,1,train,True
Post_Impressionism/edouard-vuillard_seated-nude.jpg,Edouard Vuillard,['Post Impressionism'],seated-nude,cbf6a49692990dd1,1382,1704,1,train,True
Baroque/rembrandt_portrait-of-a-seated-woman.jpg,Rembrandt,['Baroque'],portrait-of-a-seated-woman,dab2676869cc3067,1382,1841,1,train,True
Realism/john-singer-sargent_male-model-resting.jpg,John Singer Sargent,['Realism'],male-model-resting,95636a9fb4441997,1794,1382,1,test,True
High_Renaissance/michelangelo_studies-for-pieta-or-the-last-judgement.jpg,Michelangelo,['High Renaissance'],studies-for-pieta-or-the-last-judgement,94e6cc0dc9d327c9,1382,1955,1,train,True
High_Renaissance/titian_assumption-of-the-virgin-1518.jpg,Titian,['High Renaissance'],assumption-of-the-virgin-1518,f2ab6caa3d30b194,1382,2676,1,train,True
